mentionType,mentions,man,bran,idx,x,y,surfaceBadge,surfaceName,surfaceLetter,Manufacturer,Brand
ansco cykora GL,"[{'words': ""Don’t think for a minute that you're limiting yourself to a narrow range of print possibilities when you make Ansco Cykora the “standard” paper in your darkroom. Rather, your increased familiarity with Cykora will give you new freedom in getting exactly the qualities you want in your finished prints! That's partly because Cykora comes in a good selection of surfaces, ranging from the textured Kashmir to the popular Cykora Glossy which are all available in evenly spaced contrast grades that match most negatives. Bur most of all, it’s because Cykora’s rich emulsion gives you unusual exposure-development latitude, and is readily responsive to various developers and toners. For example, Cykora yields tones of pleasing warmth when developed in Ansco Ardol, while Vividol developer produces stronger, more neutral blacks. Both of these Ansco developers are laboratory-packaged for your convenience. Remember, the more familiar you become with Ansco Cykora, the happier you'll be with your prints! Glossy sheen."", 'citation': 'Popular Photography, January 1953, page 3', 'imgurl': 'scans/image00003.jpg'}, {'words': ""For star performances in the darkroom and in salon competition, you can’t do better than to choose Ansco Cykora Paper. Its high speed keeps exposures conveniently short, even when you're making really big enlargements with relatively slow enlargers. And once you’ve made your exposure, Cykora’s wide latitude goes to work to compensate for any minor exposure errors you may have made. The result is a print of brilliant gradation and warm image tones that’s especially appealing to your eye...and to the jury's, too! Supplied in a choice of contrasts. Glossy sheen."", 'citation': 'Popular Photography, March 1955, page 2', 'imgurl': 'scans/PopularPhotography_Mar55_002.jpg'}]",ansco,cykora GL,130,0,26,1,Ansco GL,GL,Ansco,Cykora
kodak medalist no. 3,"[{'words': 'prints for fine reproduction if extra contrast is needed', 'citation': 'Popular Photography, March 1953, page 82', 'imgurl': 'scans/image00082.jpg'}]",kodak,medalist no. 3,131,1,26,0,,,Kodak,Medalist No. 3
kodak illustrators' special E,"[{'words': 'He chose Illustrators’ for its superb tonal scale from clear highlights to richest darks; its lustrous fine-grained ‘E’ surface, which preserves tonal range and richness; and the unique blue tones it yields in his favorite gold-thiourea formula. Lustrous sheen.', 'citation': 'Popular Photography, March 1953, page 81', 'imgurl': 'scans/image00081.jpg'}, {'words': 'fine-grained texture, lustre sheen...This delicately pebbled, moderate-sheen paper is the most popular of all surfaces for exhibition prints and general enlarging. The fine-grained surface subdues negative grain with no serious loss of detail.', 'citation': 'Popular Photography, October 1953, page 93', 'imgurl': 'scans/image00093.jpg'}, {'words': 'Good surface, swell quality. Tones to a good bright blue—none of these slaty blues.', 'citation': 'Popular Photography, November 1954, page 90', 'imgurl': 'scans/image00090.jpg'}]",kodak,illustrators' special E,132,2,26,1,Kodak E,E,Kodak,Illustrators' Special
devolite devojet,"[{'words': 'chlorobromide, enlarging, normal speed, wide latitude for professional work', 'citation': 'Popular Photography, May 1953, page 144', 'imgurl': 'scans/image00144.jpg'}]",devolite,devojet,133,3,26,0,,,Devolite,Devojet
dupont high speed varigam,"[{'words': 'chlorobromide, enlarging, normal speed, with filters, gives any degree of contrast from extremely soft to very hard', 'citation': 'Popular Photography, May 1953, page 144', 'imgurl': 'scans/image00144.jpg'}]",dupont,high speed varigam,134,4,26,0,,,Dupont,High Speed Varigam
dupont black & white proof,"[{'words': 'chlorobromide, enlarging, normal speed, for proof printing, murals', 'citation': 'Popular Photography, May 1953, page 144', 'imgurl': 'scans/image00144.jpg'}]",dupont,black & white proof,135,0,27,0,,,Dupont,Black & White Proof
kodak ektalure,"[{'words': 'chlorobromide, enlarging, fast, fast; warm tones; portrait paper with surface designed for hand-coloring with oils', 'citation': 'Popular Photography, May 1953, page 144', 'imgurl': 'scans/image00144.jpg'}, {'words': 'Opal-type quality with twice the Opal speed', 'citation': 'Popular Photography, February 1954, page 70', 'imgurl': 'scans/image00070 (2).jpg'}, {'words': 'great warmth, faster than Opal', 'citation': 'Popular Photography, March 1954, page 81', 'imgurl': 'scans/image00081.jpg'}, {'words': 'for fine enlargements', 'citation': 'Popular Photography, November 1954, page 90', 'imgurl': 'scans/image00090.jpg'}]",kodak,ektalure,136,1,27,0,,,Kodak,Ektalure
kodak ektacolor bw,"[{'words': 'chlorobromide, enlarging, normal speed, for making proofs or finished black-and-white prints from Ektacolor negatives', 'citation': 'Popular Photography, May 1953, page 144', 'imgurl': 'scans/image00144.jpg'}]",kodak,ektacolor bw,137,2,27,0,,,Kodak,Ektacolor Bw
dupont velour black T,"[{'words': 'By far the best photographic paper to use for pictures of cats and dogs is a glossy surface like Du Pont Velour Black, surface T. The fine detail and sharpness of your negative is best retained on this smooth, double-weight paper.', 'citation': 'Popular Photography, October 1953, page 28', 'imgurl': 'scans/image00028.jpg'}]",dupont,velour black T,138,3,27,1,Dupont T,T,Dupont,Velour Black
kodak ad-type,"[{'words': '...for contact prints, can be folded without cracking. It is the favorite for French-fold greeting cards.', 'citation': 'Popular Photography, March 1954, page 81', 'imgurl': 'scans/image00081.jpg'}, {'words': 'for contact printing', 'citation': 'Popular Photography, November 1954, page 90', 'imgurl': 'scans/image00090.jpg'}]",kodak,ad-type,139,4,27,0,,,Kodak,Ad-Type
dupont velour black BT,"[{'words': 'The image tone of Velour Black photographic projection paper will emphasize the depth of the shadows and sparkle of every highlight. Semi-gloss sheen, will show all of the crisp definition and detail in your original negative.', 'citation': 'Popular Photography, June 1954, page 8', 'imgurl': 'scans/image00008 (2).jpg'}]",dupont,velour black BT,140,0,28,1,Dupont BT,BT,Dupont,Velour Black
ansco cykora Y,"[{'words': 'warm-toned, high-speed', 'citation': 'Popular Photography, August 1954, page 118', 'imgurl': 'scans/image00118.jpg'}, {'words': ""For star performances in the darkroom and in salon competition, you can’t do better than to choose Ansco Cykora Paper. Its high speed keeps exposures conveniently short, even when you're making really big enlargements with relatively slow enlargers. And once you’ve made your exposure, Cykora’s wide latitude goes to work to compensate for any minor exposure errors you may have made. The result is a print of brilliant gradation and warm image tones that’s especially appealing to your eye...and to the jury's, too! Supplied in a choice of contrasts. Silk texture."", 'citation': 'Popular Photography, March 1955, page 2', 'imgurl': 'scans/PopularPhotography_Mar55_002.jpg'}]",ansco,cykora Y,141,1,28,1,Ansco Y,Y,Ansco,Cykora
ansco jet,"[{'words': 'Salon quality comes easier...For low key studies—or any picture material that shows to best advantage in prints having jet-black shadows, good middle tones, and sparkling highlight detail...comes in four contrast grades to match any printable negative, and the clear-cut separation between grades makes the proper selection easier. High printing speed, and generous exposure-development latitude, help make JET an exceptionally easy paper to use.', 'citation': 'Popular Photography, January 1955, page 2', 'imgurl': 'scans/Photography_Jan55_002.jpg'}]",ansco,jet,142,2,28,0,,,Ansco,Jet
ansco jet GL,"[{'words': 'Salon quality comes easier...For low key studies—or any picture material that shows to best advantage in prints having jet-black shadows, good middle tones, and sparkling highlight detail...comes in four contrast grades to match any printable negative, and the clear-cut separation between grades makes the proper selection easier. High printing speed, and generous exposure-development latitude, help make JET an exceptionally easy paper to use. Glossy sheen.', 'citation': 'Popular Photography, January 1955, page 2', 'imgurl': 'scans/Photography_Jan55_002.jpg'}]",ansco,jet GL,143,3,28,1,Ansco GL,GL,Ansco,Jet
ansco jet V,"[{'words': 'Salon quality comes easier...For low key studies—or any picture material that shows to best advantage in prints having jet-black shadows, good middle tones, and sparkling highlight detail...comes in four contrast grades to match any printable negative, and the clear-cut separation between grades makes the proper selection easier. High printing speed, and generous exposure-development latitude, help make JET an exceptionally easy paper to use. Velvet texture.', 'citation': 'Popular Photography, January 1955, page 2', 'imgurl': 'scans/Photography_Jan55_002.jpg'}]",ansco,jet V,144,4,28,1,Ansco V,V,Ansco,Jet
ansco jet K,"[{'words': 'Salon quality comes easier...For low key studies—or any picture material that shows to best advantage in prints having jet-black shadows, good middle tones, and sparkling highlight detail...comes in four contrast grades to match any printable negative, and the clear-cut separation between grades makes the proper selection easier. High printing speed, and generous exposure-development latitude, help make JET an exceptionally easy paper to use. Kashmir texture.', 'citation': 'Popular Photography, January 1955, page 2', 'imgurl': 'scans/Photography_Jan55_002.jpg'}]",ansco,jet K,145,0,29,1,Ansco K,K,Ansco,Jet
